,height,width,xmin,ymin,xmax,ymax,label
24658.png,22.0,8.0,54.0,10.0,62.0,32.0,9.0
24659.png,33.0,13.0,42.0,13.0,55.0,46.0,3.0
24659.png,33.0,12.0,55.0,16.0,67.0,49.0,10.0
24660.png,35.0,9.0,32.0,2.0,41.0,37.0,7.0
24660.png,35.0,8.0,42.0,4.0,50.0,39.0,3.0
24660.png,35.0,15.0,51.0,6.0,66.0,41.0,4.0
24661.png,28.0,12.0,34.0,4.0,46.0,32.0,2.0
24661.png,28.0,8.0,49.0,5.0,57.0,33.0,1.0
24662.png,47.0,21.0,82.0,55.0,103.0,102.0,4.0
24662.png,47.0,26.0,94.0,45.0,120.0,92.0,1.0
24663.png,11.0,8.0,13.0,2.0,21.0,13.0,2.0
24664.png,21.0,13.0,15.0,3.0,28.0,24.0,2.0
24664.png,21.0,10.0,27.0,3.0,37.0,24.0,1.0
24665.png,28.0,16.0,36.0,12.0,52.0,40.0,1.0
24665.png,28.0,20.0,50.0,7.0,70.0,35.0,4.0
24666.png,37.0,17.0,59.0,16.0,76.0,53.0,9.0
24666.png,37.0,19.0,72.0,14.0,91.0,51.0,9.0
24667.png,59.0,39.0,122.0,55.0,161.0,114.0,2.0
24667.png,59.0,33.0,152.0,62.0,185.0,121.0,4.0
24667.png,59.0,35.0,175.0,62.0,210.0,121.0,4.0
24668.png,33.0,11.0,37.0,8.0,48.0,41.0,8.0
24668.png,33.0,10.0,48.0,8.0,58.0,41.0,4.0
24669.png,31.0,8.0,33.0,8.0,41.0,39.0,1.0
24669.png,31.0,13.0,42.0,7.0,55.0,38.0,3.0
24670.png,18.0,10.0,15.0,1.0,25.0,19.0,9.0
24670.png,18.0,9.0,28.0,1.0,37.0,19.0,8.0
24671.png,23.0,13.0,53.0,27.0,66.0,50.0,4.0
24671.png,23.0,11.0,63.0,18.0,74.0,41.0,4.0
24671.png,23.0,13.0,72.0,10.0,85.0,33.0,9.0
24672.png,30.0,13.0,75.0,19.0,88.0,49.0,6.0
24672.png,30.0,10.0,89.0,22.0,99.0,52.0,9.0
24673.png,12.0,5.0,18.0,6.0,23.0,18.0,3.0
24673.png,12.0,7.0,25.0,7.0,32.0,19.0,4.0
24674.png,20.0,9.0,15.0,1.0,24.0,21.0,1.0
24674.png,20.0,11.0,25.0,1.0,36.0,21.0,2.0
24674.png,20.0,8.0,36.0,1.0,44.0,21.0,4.0
24675.png,35.0,10.0,54.0,19.0,64.0,54.0,1.0
24675.png,35.0,17.0,63.0,16.0,80.0,51.0,8.0
24675.png,35.0,14.0,80.0,18.0,94.0,53.0,6.0
24676.png,16.0,5.0,16.0,3.0,21.0,19.0,1.0
24676.png,16.0,6.0,21.0,3.0,27.0,19.0,2.0
24677.png,27.0,21.0,27.0,7.0,48.0,34.0,4.0
24678.png,30.0,17.0,26.0,7.0,43.0,37.0,4.0
24678.png,30.0,13.0,40.0,5.0,53.0,35.0,1.0
24679.png,51.0,20.0,41.0,8.0,61.0,59.0,1.0
24679.png,51.0,28.0,59.0,3.0,87.0,54.0,2.0
24680.png,23.0,9.0,21.0,1.0,30.0,24.0,5.0
24681.png,42.0,20.0,34.0,7.0,54.0,49.0,1.0
24681.png,42.0,19.0,53.0,6.0,72.0,48.0,8.0
24682.png,22.0,9.0,35.0,9.0,44.0,31.0,8.0
24683.png,32.0,16.0,87.0,32.0,103.0,64.0,5.0
24683.png,32.0,32.0,106.0,32.0,138.0,64.0,7.0
24684.png,13.0,8.0,21.0,6.0,29.0,19.0,2.0
24684.png,13.0,7.0,29.0,6.0,36.0,19.0,10.0
24684.png,13.0,6.0,36.0,6.0,42.0,19.0,8.0
24684.png,13.0,10.0,43.0,7.0,53.0,20.0,3.0
24685.png,24.0,10.0,60.0,18.0,70.0,42.0,4.0
24685.png,24.0,14.0,70.0,18.0,84.0,42.0,6.0
24686.png,27.0,14.0,32.0,8.0,46.0,35.0,5.0
24686.png,27.0,9.0,47.0,6.0,56.0,33.0,1.0
24687.png,14.0,8.0,14.0,1.0,22.0,15.0,2.0
24687.png,14.0,7.0,23.0,1.0,30.0,15.0,9.0
24688.png,22.0,13.0,27.0,4.0,40.0,26.0,3.0
24688.png,22.0,10.0,40.0,2.0,50.0,24.0,1.0
24689.png,47.0,33.0,25.0,1.0,58.0,48.0,2.0
24689.png,47.0,34.0,55.0,1.0,89.0,48.0,5.0
24690.png,29.0,18.0,35.0,7.0,53.0,36.0,4.0
24690.png,29.0,18.0,53.0,5.0,71.0,34.0,4.0
24691.png,32.0,17.0,52.0,12.0,69.0,44.0,2.0
24692.png,20.0,11.0,26.0,6.0,37.0,26.0,4.0
24692.png,20.0,12.0,38.0,6.0,50.0,26.0,10.0
24693.png,17.0,6.0,20.0,4.0,26.0,21.0,1.0
24693.png,17.0,4.0,33.0,4.0,37.0,21.0,1.0
24694.png,28.0,12.0,39.0,13.0,51.0,41.0,7.0
24695.png,16.0,8.0,12.0,2.0,20.0,18.0,1.0
24695.png,16.0,10.0,29.0,2.0,39.0,18.0,2.0
24696.png,17.0,8.0,31.0,8.0,39.0,25.0,1.0
24696.png,17.0,11.0,40.0,8.0,51.0,25.0,10.0
24697.png,19.0,8.0,22.0,4.0,30.0,23.0,2.0
24697.png,19.0,9.0,29.0,3.0,38.0,22.0,6.0
24697.png,19.0,10.0,38.0,3.0,48.0,22.0,4.0
24698.png,50.0,31.0,48.0,13.0,79.0,63.0,2.0
24698.png,50.0,40.0,76.0,14.0,116.0,64.0,10.0
24699.png,42.0,19.0,84.0,25.0,103.0,67.0,2.0
24699.png,42.0,15.0,102.0,29.0,117.0,71.0,9.0
24700.png,18.0,9.0,17.0,1.0,26.0,19.0,3.0
24700.png,18.0,9.0,26.0,1.0,35.0,19.0,4.0
24700.png,18.0,8.0,35.0,1.0,43.0,19.0,1.0
24700.png,18.0,10.0,42.0,1.0,52.0,19.0,9.0
24701.png,27.0,13.0,27.0,6.0,40.0,33.0,4.0
24702.png,33.0,19.0,53.0,17.0,72.0,50.0,4.0
24702.png,33.0,14.0,75.0,15.0,89.0,48.0,10.0
24703.png,24.0,14.0,21.0,2.0,35.0,26.0,5.0
24703.png,24.0,13.0,33.0,1.0,46.0,25.0,7.0
24704.png,21.0,8.0,28.0,6.0,36.0,27.0,4.0
24704.png,21.0,11.0,35.0,2.0,46.0,23.0,9.0
24705.png,24.0,14.0,30.0,4.0,44.0,28.0,6.0
24706.png,32.0,21.0,102.0,31.0,123.0,63.0,3.0
24706.png,32.0,18.0,122.0,29.0,140.0,61.0,3.0
24706.png,32.0,18.0,139.0,26.0,157.0,58.0,3.0
24707.png,66.0,29.0,201.0,43.0,230.0,109.0,2.0
24707.png,66.0,20.0,229.0,35.0,249.0,101.0,2.0
24707.png,66.0,26.0,250.0,38.0,276.0,104.0,9.0
24708.png,87.0,46.0,73.0,14.0,119.0,101.0,9.0
24708.png,87.0,47.0,107.0,9.0,154.0,96.0,1.0
24709.png,33.0,20.0,74.0,22.0,94.0,55.0,9.0
24709.png,33.0,19.0,91.0,20.0,110.0,53.0,7.0
24710.png,58.0,22.0,95.0,37.0,117.0,95.0,1.0
24710.png,58.0,30.0,110.0,40.0,140.0,98.0,9.0
24710.png,58.0,29.0,134.0,35.0,163.0,93.0,4.0
24710.png,58.0,32.0,158.0,35.0,190.0,93.0,2.0
24711.png,22.0,8.0,19.0,3.0,27.0,25.0,1.0
24711.png,22.0,8.0,26.0,4.0,34.0,26.0,9.0
24711.png,22.0,8.0,35.0,3.0,43.0,25.0,3.0
24711.png,22.0,8.0,43.0,3.0,51.0,25.0,8.0
24712.png,32.0,12.0,47.0,9.0,59.0,41.0,2.0
24712.png,32.0,12.0,62.0,9.0,74.0,41.0,1.0
24713.png,42.0,29.0,34.0,2.0,63.0,44.0,2.0
24713.png,42.0,27.0,57.0,2.0,84.0,44.0,5.0
24713.png,42.0,27.0,78.0,2.0,105.0,44.0,2.0
24713.png,42.0,28.0,98.0,2.0,126.0,44.0,7.0
24714.png,54.0,22.0,110.0,24.0,132.0,78.0,2.0
24714.png,54.0,20.0,132.0,18.0,152.0,72.0,10.0
24714.png,54.0,20.0,150.0,16.0,170.0,70.0,7.0
24715.png,39.0,26.0,42.0,10.0,68.0,49.0,5.0
24715.png,39.0,26.0,72.0,10.0,98.0,49.0,7.0
24716.png,34.0,14.0,37.0,6.0,51.0,40.0,1.0
24717.png,28.0,16.0,147.0,76.0,163.0,104.0,5.0
24717.png,28.0,7.0,158.0,80.0,165.0,108.0,2.0
24717.png,28.0,16.0,164.0,77.0,180.0,105.0,10.0
24718.png,41.0,25.0,42.0,5.0,67.0,46.0,8.0
24718.png,41.0,25.0,66.0,6.0,91.0,47.0,2.0
24719.png,31.0,10.0,45.0,14.0,55.0,45.0,2.0
24719.png,31.0,9.0,54.0,13.0,63.0,44.0,7.0
24720.png,24.0,9.0,51.0,16.0,60.0,40.0,3.0
24720.png,24.0,10.0,61.0,16.0,71.0,40.0,10.0
24721.png,73.0,38.0,122.0,57.0,160.0,130.0,9.0
24721.png,73.0,39.0,164.0,56.0,203.0,129.0,2.0
24722.png,24.0,8.0,37.0,9.0,45.0,33.0,9.0
24722.png,24.0,8.0,44.0,9.0,52.0,33.0,5.0
24723.png,15.0,5.0,18.0,1.0,23.0,16.0,1.0
24724.png,43.0,21.0,29.0,2.0,50.0,45.0,1.0
24724.png,43.0,26.0,46.0,1.0,72.0,44.0,6.0
24724.png,43.0,23.0,66.0,1.0,89.0,44.0,1.0
24725.png,24.0,6.0,31.0,6.0,37.0,30.0,1.0
24725.png,24.0,8.0,37.0,4.0,45.0,28.0,5.0
24725.png,24.0,9.0,47.0,4.0,56.0,28.0,6.0
24726.png,40.0,25.0,37.0,6.0,62.0,46.0,2.0
24726.png,40.0,22.0,59.0,5.0,81.0,45.0,7.0
24727.png,77.0,37.0,71.0,9.0,108.0,86.0,7.0
24727.png,77.0,29.0,115.0,12.0,144.0,89.0,8.0
24728.png,22.0,15.0,26.0,4.0,41.0,26.0,3.0
24728.png,22.0,9.0,43.0,4.0,52.0,26.0,1.0
24729.png,21.0,3.0,21.0,3.0,24.0,24.0,1.0
24729.png,21.0,6.0,23.0,3.0,29.0,24.0,5.0
24729.png,21.0,6.0,30.0,1.0,36.0,22.0,10.0
24730.png,28.0,14.0,21.0,2.0,35.0,30.0,2.0
24730.png,28.0,14.0,33.0,1.0,47.0,29.0,7.0
24730.png,28.0,18.0,45.0,1.0,63.0,29.0,10.0
24731.png,18.0,9.0,17.0,1.0,26.0,19.0,2.0
24731.png,18.0,7.0,26.0,1.0,33.0,19.0,1.0
24731.png,18.0,10.0,33.0,1.0,43.0,19.0,2.0
24732.png,68.0,39.0,59.0,8.0,98.0,76.0,5.0
24732.png,68.0,31.0,106.0,11.0,137.0,79.0,1.0
24733.png,33.0,14.0,43.0,12.0,57.0,45.0,2.0
24733.png,33.0,11.0,59.0,8.0,70.0,41.0,5.0
24733.png,33.0,15.0,70.0,7.0,85.0,40.0,8.0
24734.png,14.0,7.0,40.0,11.0,47.0,25.0,9.0
24734.png,14.0,8.0,47.0,8.0,55.0,22.0,4.0
24735.png,23.0,4.0,27.0,4.0,31.0,27.0,1.0
24735.png,23.0,6.0,33.0,4.0,39.0,27.0,1.0
24735.png,23.0,10.0,40.0,3.0,50.0,26.0,4.0
24736.png,24.0,15.0,25.0,4.0,40.0,28.0,2.0
24737.png,23.0,9.0,31.0,5.0,40.0,28.0,8.0
24738.png,31.0,13.0,131.0,47.0,144.0,78.0,3.0
24738.png,31.0,16.0,139.0,46.0,155.0,77.0,10.0
24739.png,20.0,14.0,42.0,13.0,56.0,33.0,7.0
24739.png,20.0,13.0,54.0,12.0,67.0,32.0,9.0
24740.png,39.0,14.0,39.0,11.0,53.0,50.0,8.0
24740.png,39.0,14.0,54.0,8.0,68.0,47.0,4.0
24741.png,60.0,30.0,86.0,38.0,116.0,98.0,2.0
24741.png,60.0,24.0,110.0,33.0,134.0,93.0,6.0
24741.png,60.0,35.0,133.0,30.0,168.0,90.0,2.0
24741.png,60.0,24.0,166.0,28.0,190.0,88.0,7.0
24742.png,21.0,10.0,38.0,16.0,48.0,37.0,4.0
24742.png,21.0,12.0,48.0,6.0,60.0,27.0,2.0
24743.png,18.0,5.0,14.0,1.0,19.0,19.0,1.0
24743.png,18.0,10.0,20.0,1.0,30.0,19.0,4.0
24744.png,35.0,16.0,37.0,2.0,53.0,37.0,5.0
24744.png,35.0,18.0,54.0,4.0,72.0,39.0,8.0
24745.png,27.0,13.0,43.0,12.0,56.0,39.0,2.0
24745.png,27.0,14.0,57.0,14.0,71.0,41.0,3.0
24745.png,27.0,15.0,72.0,12.0,87.0,39.0,4.0
24746.png,26.0,12.0,25.0,2.0,37.0,28.0,3.0
24746.png,26.0,16.0,39.0,2.0,55.0,28.0,8.0
24747.png,28.0,14.0,75.0,43.0,89.0,71.0,3.0
24747.png,28.0,13.0,86.0,46.0,99.0,74.0,1.0
24747.png,28.0,15.0,95.0,43.0,110.0,71.0,2.0
24748.png,51.0,32.0,51.0,6.0,83.0,57.0,2.0
24748.png,51.0,32.0,83.0,9.0,115.0,60.0,4.0
24748.png,51.0,31.0,120.0,6.0,151.0,57.0,6.0
24749.png,44.0,32.0,168.0,56.0,200.0,100.0,1.0
24749.png,44.0,24.0,194.0,58.0,218.0,102.0,7.0
24749.png,44.0,26.0,209.0,51.0,235.0,95.0,10.0
24750.png,85.0,56.0,75.0,10.0,131.0,95.0,2.0
24750.png,85.0,57.0,126.0,10.0,183.0,95.0,10.0
24751.png,17.0,11.0,21.0,5.0,32.0,22.0,6.0
24752.png,21.0,11.0,21.0,3.0,32.0,24.0,4.0
24752.png,21.0,8.0,32.0,3.0,40.0,24.0,8.0
24753.png,22.0,8.0,34.0,7.0,42.0,29.0,1.0
24753.png,22.0,13.0,39.0,6.0,52.0,28.0,2.0
24753.png,22.0,13.0,49.0,7.0,62.0,29.0,4.0
24754.png,52.0,13.0,55.0,16.0,68.0,68.0,1.0
24754.png,52.0,16.0,75.0,11.0,91.0,63.0,1.0
24755.png,41.0,21.0,54.0,15.0,75.0,56.0,1.0
24755.png,41.0,23.0,73.0,13.0,96.0,54.0,9.0
24755.png,41.0,22.0,96.0,13.0,118.0,54.0,10.0
24755.png,41.0,23.0,117.0,10.0,140.0,51.0,6.0
24756.png,32.0,17.0,56.0,4.0,73.0,36.0,8.0
24757.png,19.0,10.0,31.0,4.0,41.0,23.0,7.0
24757.png,19.0,9.0,40.0,4.0,49.0,23.0,8.0
24758.png,18.0,10.0,22.0,3.0,32.0,21.0,2.0
24758.png,18.0,7.0,33.0,3.0,40.0,21.0,6.0
24759.png,23.0,12.0,41.0,11.0,53.0,34.0,3.0
24759.png,23.0,10.0,54.0,11.0,64.0,34.0,4.0
24759.png,23.0,12.0,65.0,11.0,77.0,34.0,4.0
24760.png,36.0,19.0,36.0,5.0,55.0,41.0,5.0
24761.png,77.0,33.0,56.0,2.0,89.0,79.0,5.0
24761.png,77.0,30.0,84.0,4.0,114.0,81.0,7.0
24762.png,36.0,19.0,70.0,24.0,89.0,60.0,2.0
24762.png,36.0,9.0,86.0,24.0,95.0,60.0,1.0
24763.png,37.0,22.0,152.0,21.0,174.0,58.0,7.0
24763.png,37.0,24.0,168.0,18.0,192.0,55.0,2.0
24764.png,18.0,8.0,18.0,1.0,26.0,19.0,5.0
24765.png,26.0,14.0,38.0,6.0,52.0,32.0,9.0
24766.png,29.0,11.0,31.0,4.0,42.0,33.0,1.0
24766.png,29.0,14.0,43.0,4.0,57.0,33.0,9.0
24766.png,29.0,16.0,59.0,9.0,75.0,38.0,6.0
24767.png,71.0,37.0,72.0,11.0,109.0,82.0,2.0
24767.png,71.0,34.0,120.0,11.0,154.0,82.0,2.0
24768.png,22.0,10.0,30.0,7.0,40.0,29.0,4.0
24768.png,22.0,10.0,40.0,9.0,50.0,31.0,10.0
24769.png,41.0,27.0,71.0,18.0,98.0,59.0,3.0
24769.png,41.0,19.0,97.0,20.0,116.0,61.0,10.0
24769.png,41.0,20.0,116.0,25.0,136.0,66.0,8.0
24770.png,21.0,12.0,24.0,4.0,36.0,25.0,3.0
24770.png,21.0,8.0,36.0,1.0,44.0,22.0,1.0
24771.png,33.0,11.0,32.0,4.0,43.0,37.0,1.0
24771.png,33.0,14.0,44.0,1.0,58.0,34.0,5.0
24772.png,43.0,27.0,109.0,89.0,136.0,132.0,1.0
24772.png,43.0,33.0,124.0,84.0,157.0,127.0,10.0
24773.png,24.0,14.0,26.0,4.0,40.0,28.0,4.0
24773.png,24.0,13.0,38.0,6.0,51.0,30.0,4.0
24774.png,20.0,7.0,25.0,6.0,32.0,26.0,6.0
24775.png,30.0,11.0,28.0,7.0,39.0,37.0,3.0
24775.png,30.0,13.0,39.0,6.0,52.0,36.0,5.0
24776.png,38.0,22.0,41.0,7.0,63.0,45.0,6.0
24777.png,27.0,10.0,26.0,5.0,36.0,32.0,5.0
24777.png,27.0,10.0,35.0,5.0,45.0,32.0,5.0
24778.png,39.0,18.0,57.0,14.0,75.0,53.0,1.0
24778.png,39.0,22.0,76.0,15.0,98.0,54.0,9.0
24778.png,39.0,50.0,94.0,39.0,144.0,78.0,6.0
24778.png,39.0,45.0,96.0,14.0,141.0,53.0,9.0
24779.png,48.0,19.0,48.0,13.0,67.0,61.0,1.0
24779.png,48.0,15.0,70.0,14.0,85.0,62.0,1.0
24779.png,48.0,27.0,86.0,17.0,113.0,65.0,10.0
24779.png,48.0,28.0,114.0,17.0,142.0,65.0,6.0
24780.png,25.0,13.0,52.0,18.0,65.0,43.0,3.0
24780.png,25.0,7.0,65.0,18.0,72.0,43.0,1.0
24780.png,25.0,15.0,71.0,18.0,86.0,43.0,2.0
24781.png,50.0,24.0,37.0,49.0,61.0,99.0,1.0
24781.png,50.0,27.0,55.0,42.0,82.0,92.0,5.0
24781.png,50.0,32.0,78.0,36.0,110.0,86.0,5.0
24782.png,18.0,10.0,23.0,4.0,33.0,22.0,4.0
24783.png,12.0,4.0,12.0,1.0,16.0,13.0,1.0
24783.png,12.0,3.0,18.0,1.0,21.0,13.0,7.0
24784.png,33.0,18.0,29.0,4.0,47.0,37.0,3.0
24784.png,33.0,15.0,49.0,4.0,64.0,37.0,3.0
24785.png,44.0,30.0,46.0,14.0,76.0,58.0,3.0
24785.png,44.0,25.0,73.0,12.0,98.0,56.0,10.0
24786.png,22.0,14.0,51.0,13.0,65.0,35.0,2.0
24786.png,22.0,13.0,64.0,16.0,77.0,38.0,2.0
24786.png,22.0,12.0,74.0,15.0,86.0,37.0,7.0
24787.png,24.0,13.0,25.0,8.0,38.0,32.0,8.0
24787.png,24.0,13.0,38.0,7.0,51.0,31.0,5.0
24788.png,43.0,24.0,36.0,7.0,60.0,50.0,9.0
24788.png,43.0,27.0,64.0,7.0,91.0,50.0,4.0
24789.png,33.0,22.0,41.0,7.0,63.0,40.0,6.0
24789.png,33.0,24.0,74.0,8.0,98.0,41.0,3.0
24790.png,24.0,14.0,68.0,54.0,82.0,78.0,8.0
24790.png,24.0,13.0,79.0,54.0,92.0,78.0,8.0
24790.png,24.0,14.0,94.0,53.0,108.0,77.0,8.0
24790.png,24.0,12.0,105.0,50.0,117.0,74.0,8.0
24791.png,15.0,9.0,39.0,9.0,48.0,24.0,8.0
24792.png,30.0,15.0,90.0,23.0,105.0,53.0,2.0
24792.png,30.0,17.0,101.0,25.0,118.0,55.0,2.0
24793.png,32.0,15.0,44.0,16.0,59.0,48.0,2.0
24793.png,32.0,17.0,57.0,12.0,74.0,44.0,10.0
24794.png,54.0,25.0,59.0,11.0,84.0,65.0,1.0
24794.png,54.0,34.0,84.0,16.0,118.0,70.0,4.0
24795.png,16.0,10.0,16.0,1.0,26.0,17.0,3.0
24795.png,16.0,3.0,25.0,2.0,28.0,18.0,1.0
24796.png,16.0,7.0,17.0,2.0,24.0,18.0,8.0
24796.png,16.0,10.0,26.0,2.0,36.0,18.0,10.0
24797.png,23.0,14.0,88.0,16.0,102.0,39.0,4.0
24797.png,23.0,11.0,101.0,15.0,112.0,38.0,4.0
24797.png,23.0,12.0,112.0,17.0,124.0,40.0,10.0
24798.png,21.0,8.0,33.0,9.0,41.0,30.0,1.0
24798.png,21.0,10.0,39.0,10.0,49.0,31.0,4.0
24799.png,51.0,38.0,61.0,21.0,99.0,72.0,3.0
24799.png,51.0,31.0,103.0,14.0,134.0,65.0,6.0
24800.png,30.0,22.0,26.0,3.0,48.0,33.0,4.0
24800.png,30.0,15.0,46.0,4.0,61.0,34.0,3.0
24801.png,21.0,14.0,33.0,8.0,47.0,29.0,3.0
24801.png,21.0,12.0,47.0,7.0,59.0,28.0,10.0
24801.png,21.0,12.0,59.0,5.0,71.0,26.0,9.0
24802.png,46.0,22.0,70.0,28.0,92.0,74.0,4.0
24802.png,46.0,12.0,93.0,16.0,105.0,62.0,1.0
24803.png,15.0,6.0,13.0,1.0,19.0,16.0,1.0
24803.png,15.0,7.0,19.0,1.0,26.0,16.0,9.0
24804.png,16.0,5.0,25.0,7.0,30.0,23.0,4.0
24804.png,16.0,4.0,31.0,7.0,35.0,23.0,1.0
24805.png,81.0,44.0,22.0,7.0,66.0,88.0,8.0
24805.png,81.0,42.0,68.0,11.0,110.0,92.0,8.0
24806.png,21.0,8.0,23.0,4.0,31.0,25.0,5.0
24806.png,21.0,8.0,32.0,3.0,40.0,24.0,8.0
24807.png,45.0,16.0,46.0,10.0,62.0,55.0,1.0
24807.png,45.0,20.0,61.0,6.0,81.0,51.0,8.0
24808.png,59.0,22.0,91.0,30.0,113.0,89.0,1.0
24808.png,59.0,44.0,113.0,29.0,157.0,88.0,6.0
24809.png,47.0,28.0,93.0,9.0,121.0,56.0,4.0
24809.png,47.0,22.0,119.0,8.0,141.0,55.0,5.0
24810.png,57.0,25.0,168.0,50.0,193.0,107.0,1.0
24810.png,57.0,22.0,185.0,41.0,207.0,98.0,2.0
24810.png,57.0,22.0,201.0,50.0,223.0,107.0,1.0
24810.png,57.0,30.0,215.0,48.0,245.0,105.0,6.0
24811.png,40.0,19.0,212.0,33.0,231.0,73.0,9.0
24811.png,40.0,22.0,230.0,23.0,252.0,63.0,9.0
24812.png,20.0,8.0,32.0,11.0,40.0,31.0,8.0
24812.png,20.0,12.0,43.0,11.0,55.0,31.0,2.0
24813.png,22.0,11.0,33.0,8.0,44.0,30.0,2.0
24813.png,22.0,9.0,42.0,10.0,51.0,32.0,1.0
24814.png,13.0,7.0,18.0,6.0,25.0,19.0,7.0
24814.png,13.0,6.0,25.0,6.0,31.0,19.0,2.0
24815.png,41.0,22.0,62.0,23.0,84.0,64.0,3.0
24815.png,41.0,19.0,80.0,22.0,99.0,63.0,10.0
24815.png,41.0,17.0,96.0,19.0,113.0,60.0,7.0
24816.png,28.0,18.0,103.0,15.0,121.0,43.0,5.0
24816.png,28.0,16.0,118.0,9.0,134.0,37.0,4.0
24816.png,28.0,16.0,132.0,7.0,148.0,35.0,4.0
24817.png,52.0,37.0,77.0,22.0,114.0,74.0,2.0
24817.png,52.0,24.0,113.0,20.0,137.0,72.0,3.0
24817.png,52.0,22.0,142.0,15.0,164.0,67.0,7.0
24818.png,43.0,20.0,13.0,5.0,33.0,48.0,4.0
24818.png,43.0,17.0,34.0,5.0,51.0,48.0,1.0
24819.png,23.0,7.0,28.0,5.0,35.0,28.0,3.0
24819.png,23.0,12.0,35.0,5.0,47.0,28.0,4.0
24820.png,51.0,25.0,153.0,56.0,178.0,107.0,7.0
24821.png,38.0,9.0,38.0,5.0,47.0,43.0,2.0
24821.png,38.0,8.0,49.0,3.0,57.0,41.0,7.0
24822.png,54.0,15.0,74.0,22.0,89.0,76.0,1.0
24822.png,54.0,28.0,88.0,23.0,116.0,77.0,2.0
24822.png,54.0,19.0,120.0,21.0,139.0,75.0,6.0
24822.png,54.0,21.0,143.0,21.0,164.0,75.0,4.0
24823.png,33.0,14.0,46.0,13.0,60.0,46.0,1.0
24823.png,33.0,16.0,60.0,14.0,76.0,47.0,6.0
24824.png,26.0,9.0,33.0,8.0,42.0,34.0,6.0
24824.png,26.0,4.0,43.0,8.0,47.0,34.0,1.0
24825.png,17.0,5.0,22.0,4.0,27.0,21.0,1.0
24825.png,17.0,8.0,28.0,5.0,36.0,22.0,8.0
24826.png,49.0,29.0,37.0,1.0,66.0,50.0,5.0
24826.png,49.0,30.0,64.0,2.0,94.0,51.0,8.0
24827.png,13.0,6.0,17.0,6.0,23.0,19.0,1.0
24827.png,13.0,7.0,22.0,5.0,29.0,18.0,7.0
24828.png,19.0,8.0,49.0,15.0,57.0,34.0,1.0
24828.png,19.0,7.0,56.0,15.0,63.0,34.0,1.0
24828.png,19.0,9.0,63.0,16.0,72.0,35.0,8.0
24829.png,21.0,8.0,43.0,14.0,51.0,35.0,1.0
24829.png,21.0,10.0,50.0,14.0,60.0,35.0,7.0
24829.png,21.0,10.0,59.0,13.0,69.0,34.0,1.0
24830.png,23.0,12.0,20.0,1.0,32.0,24.0,7.0
24831.png,28.0,15.0,40.0,15.0,55.0,43.0,2.0
24831.png,28.0,12.0,55.0,11.0,67.0,39.0,7.0
24832.png,28.0,13.0,28.0,6.0,41.0,34.0,5.0
24832.png,28.0,11.0,40.0,6.0,51.0,34.0,10.0
24833.png,49.0,20.0,51.0,7.0,71.0,56.0,8.0
24834.png,25.0,10.0,57.0,15.0,67.0,40.0,1.0
24834.png,25.0,12.0,67.0,16.0,79.0,41.0,8.0
24834.png,25.0,15.0,81.0,16.0,96.0,41.0,2.0
24835.png,23.0,18.0,30.0,5.0,48.0,28.0,5.0
24836.png,21.0,7.0,17.0,1.0,24.0,22.0,1.0
24837.png,30.0,20.0,26.0,1.0,46.0,31.0,2.0
24838.png,61.0,46.0,88.0,30.0,134.0,91.0,6.0
24838.png,61.0,46.0,134.0,25.0,180.0,86.0,6.0
24839.png,49.0,24.0,51.0,11.0,75.0,60.0,3.0
24839.png,49.0,34.0,70.0,8.0,104.0,57.0,7.0
24840.png,47.0,37.0,96.0,55.0,133.0,102.0,2.0
24840.png,47.0,34.0,125.0,41.0,159.0,88.0,10.0
24840.png,47.0,31.0,154.0,20.0,185.0,67.0,1.0
24841.png,17.0,3.0,17.0,1.0,20.0,18.0,1.0
24841.png,17.0,5.0,23.0,1.0,28.0,18.0,1.0
24842.png,19.0,4.0,30.0,8.0,34.0,27.0,1.0
24842.png,19.0,4.0,34.0,8.0,38.0,27.0,1.0
24843.png,51.0,34.0,70.0,16.0,104.0,67.0,2.0
24843.png,51.0,24.0,98.0,16.0,122.0,67.0,1.0
24843.png,51.0,31.0,120.0,19.0,151.0,70.0,2.0
24844.png,83.0,33.0,69.0,10.0,102.0,93.0,1.0
24844.png,83.0,50.0,101.0,7.0,151.0,90.0,6.0
24845.png,25.0,12.0,33.0,7.0,45.0,32.0,7.0
24845.png,25.0,13.0,46.0,7.0,59.0,32.0,5.0
24845.png,25.0,13.0,61.0,5.0,74.0,30.0,4.0
24846.png,66.0,31.0,69.0,16.0,100.0,82.0,5.0
24846.png,66.0,27.0,104.0,10.0,131.0,76.0,2.0
24846.png,66.0,25.0,136.0,6.0,161.0,72.0,8.0
24847.png,16.0,8.0,15.0,4.0,23.0,20.0,5.0
24847.png,16.0,9.0,23.0,5.0,32.0,21.0,6.0
24848.png,30.0,12.0,38.0,10.0,50.0,40.0,8.0
24848.png,30.0,13.0,49.0,5.0,62.0,35.0,9.0
24849.png,19.0,4.0,24.0,6.0,28.0,25.0,1.0
24849.png,19.0,9.0,30.0,5.0,39.0,24.0,7.0
24849.png,19.0,9.0,39.0,8.0,48.0,27.0,9.0
24850.png,14.0,6.0,14.0,1.0,20.0,15.0,1.0
24850.png,14.0,7.0,21.0,1.0,28.0,15.0,2.0
